variable,group,value
2142782,Japan,0
2142782,Latvia,0
2142782,Netherlands,0
2142782,NoInfo,0
2142782,Poland,0
2142782,Russia,0
2142782,Slovenia,0
2142782,Spain,0
2142782,Sweden,0
2142782,Switzerland,0
2142782,Ukraine,0
2142782,United Kingdom,2
2142782,United States,0
2142782,Vatican City,0
2144949,Austria,0
2144949,Belarus,0
2144949,Belgium,0
2144949,Brazil,0
2144949,Denmark,0
2144949,France,1
2144949,Germany,0
2144949,Greece,0
2144949,Italy,2
2144949,Japan,0
2144949,Latvia,0
2144949,Netherlands,0
2144949,NoInfo,0
2144949,Poland,0
2144949,Russia,0
2144949,Slovenia,0
2144949,Spain,0
2144949,Sweden,0
2144949,Switzerland,0
2144949,Ukraine,0
2144949,United Kingdom,0
2144949,United States,2
2144949,Vatican City,0
2144952,Austria,0
2144952,Belarus,0
2144952,Belgium,0
2144952,Brazil,0
2144952,Denmark,0
2144952,France,1
2144952,Germany,0
2144952,Greece,0
2144952,Italy,3
2144952,Japan,0
2144952,Latvia,0
2144952,Netherlands,0
2144952,NoInfo,0
2144952,Poland,0
2144952,Russia,0
2144952,Slovenia,0
2144952,Spain,0
2144952,Sweden,0
2144952,Switzerland,0
2144952,Ukraine,0
2144952,United Kingdom,0
2144952,United States,0
2144952,Vatican City,0
2145052,Austria,0
2145052,Belarus,0
2145052,Belgium,0
2145052,Brazil,0
2145052,Denmark,0
2145052,France,0
2145052,Germany,1
2145052,Greece,0
2145052,Italy,3
2145052,Japan,0
2145052,Latvia,0
2145052,Netherlands,0
2145052,NoInfo,0
2145052,Poland,0
2145052,Russia,0
2145052,Slovenia,0
2145052,Spain,0
2145052,Sweden,0
2145052,Switzerland,0
2145052,Ukraine,0
2145052,United Kingdom,2
2145052,United States,4
2145052,Vatican City,0
